,index,chatbot,user,dataset,date_today,id
4555,4555,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-27"">I planted them 2 months ago</TIMEX3>.",train,2025-06-28,4555
4556,4556,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-17"">6 weeks ago</TIMEX3>.",train,2025-06-28,4556
4557,4557,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-25"">I planted them 3 months ago</TIMEX3>.",train,2025-06-28,4557
4558,4558,Where is your farm located?,In <LOCATION>Burera</LOCATION>.,train,2025-06-28,4558
4559,4559,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-15"">I planted them 2 months ago</TIMEX3>.",train,2025-06-28,4559
4560,4560,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-24"">I planted them 3 months ago</TIMEX3>.",train,2025-06-28,4560
4561,4561,Which potato variety do you plant?,I plant <POTATO>Red Bliss</POTATO>.,train,2025-06-28,4561
4562,4562,Where is your farm located?,In <LOCATION>Huye</LOCATION>.,train,2025-06-28,4562
4563,4563,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-12"">I planted them 3 months ago</TIMEX3>.",test,2025-06-28,4563
4564,4564,Which potato variety do you plant?,I plant <POTATO>Rose Finn Apple</POTATO>.,train,2025-06-28,4564
4565,4565,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-23"">I planted them 3 months ago</TIMEX3>.",train,2025-06-28,4565
4566,4566,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-31"">4 weeks ago</TIMEX3>.",train,2025-06-28,4566
4567,4567,Where is your farm located?,In <LOCATION>Nyamagabe</LOCATION>.,train,2025-06-28,4567
4568,4568,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-17"">1 weeks ago</TIMEX3>.",train,2025-06-28,4568
4569,4569,Which potato variety do you plant?,I plant <POTATO>French Fingerling</POTATO>.,train,2025-06-28,4569
4570,4570,Which potato variety do you plant?,I plant <POTATO>New Potatoes</POTATO>.,valid,2025-06-28,4570
4571,4571,Where is your farm located?,In <LOCATION>Huye</LOCATION>.,train,2025-06-28,4571
4572,4572,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-28"">I planted them 2 months ago</TIMEX3>.",train,2025-06-28,4572
4573,4573,Which potato variety do you plant?,I plant <POTATO>Rose Finn Apple</POTATO>.,test,2025-06-28,4573
4574,4574,Which potato variety do you plant?,I plant <POTATO>Russian Banana</POTATO>.,train,2025-06-28,4574
4575,4575,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-02"">8 weeks ago</TIMEX3>.",test,2025-06-28,4575
4576,4576,Where is your farm located?,In <LOCATION>Burera</LOCATION>.,train,2025-06-28,4576
4577,4577,Where is your farm located?,In <LOCATION>Karongi</LOCATION>.,train,2025-06-28,4577
4578,4578,Which potato variety do you plant?,I plant <POTATO>French Fingerling</POTATO>.,test,2025-06-28,4578
4579,4579,Which potato variety do you plant?,I plant <POTATO>Fingerling</POTATO>.,train,2025-06-28,4579
4580,4580,Which potato variety do you plant?,I plant <POTATO>Fingerling</POTATO>.,valid,2025-06-28,4580
4581,4581,Where is your farm located?,In <LOCATION>Huye</LOCATION>.,train,2025-06-28,4581
4582,4582,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-19"">5 weeks ago</TIMEX3>.",train,2025-06-28,4582
4583,4583,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-16"">I planted them 3 months ago</TIMEX3>.",train,2025-06-28,4583
4584,4584,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-10"">2 weeks ago</TIMEX3>.",train,2025-06-28,4584
4585,4585,Where is your farm located?,In <LOCATION>Huye</LOCATION>.,train,2025-06-28,4585
4586,4586,Which potato variety do you plant?,I plant <POTATO>La Ratte</POTATO>.,train,2025-06-28,4586
4587,4587,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-12"">I planted them 3 months ago</TIMEX3>.",train,2025-06-28,4587
4588,4588,Which potato variety do you plant?,I plant <POTATO>La Ratte</POTATO>.,train,2025-06-28,4588
4589,4589,Which potato variety do you plant?,I plant <POTATO>Fingerling</POTATO>.,test,2025-06-28,4589
4590,4590,Where is your farm located?,In <LOCATION>Gicumbi</LOCATION>.,train,2025-06-28,4590
4591,4591,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-20"">I planted them 3 months ago</TIMEX3>.",train,2025-06-28,4591
4592,4592,Where is your farm located?,In <LOCATION>Rulindo</LOCATION>.,train,2025-06-28,4592
4593,4593,Where is your farm located?,In <LOCATION>Gicumbi</LOCATION>.,train,2025-06-28,4593
4594,4594,Which potato variety do you plant?,I plant <POTATO>German Butterball</POTATO>.,train,2025-06-28,4594
4595,4595,Which potato variety do you plant?,I plant <POTATO>Fingerling</POTATO>.,train,2025-06-28,4595
4596,4596,Which potato variety do you plant?,I plant <POTATO>Rose Finn Apple</POTATO>.,train,2025-06-28,4596
4597,4597,Which potato variety do you plant?,I plant <POTATO>New Potatoes</POTATO>.,test,2025-06-28,4597
4598,4598,Where is your farm located?,In <LOCATION>Nyaruguru</LOCATION>.,train,2025-06-28,4598
4599,4599,Where is your farm located?,In <LOCATION>Rulindo</LOCATION>.,train,2025-06-28,4599
4600,4600,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-04-29"">8 weeks ago</TIMEX3>.",train,2025-06-28,4600
4601,4601,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-21"">I planted them 3 months ago</TIMEX3>.",train,2025-06-28,4601
4602,4602,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-04"">7 weeks ago</TIMEX3>.",train,2025-06-28,4602
4603,4603,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-12"">I planted them 2 months ago</TIMEX3>.",train,2025-06-28,4603
4604,4604,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-11"">6 weeks ago</TIMEX3>.",test,2025-06-28,4604
4605,4605,Where is your farm located?,In <LOCATION>Burera</LOCATION>.,train,2025-06-28,4605
4606,4606,Where is your farm located?,In <LOCATION>Rubavu</LOCATION>.,train,2025-06-28,4606
4607,4607,Which potato variety do you plant?,I plant <POTATO>Red Bliss</POTATO>.,train,2025-06-28,4607
4608,4608,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-06"">7 weeks ago</TIMEX3>.",train,2025-06-28,4608
4609,4609,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-16"">6 weeks ago</TIMEX3>.",train,2025-06-28,4609
4610,4610,Where is your farm located?,In <LOCATION>Musanze</LOCATION>.,train,2025-06-28,4610
4611,4611,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-26"">4 weeks ago</TIMEX3>.",train,2025-06-28,4611
4612,4612,Where is your farm located?,In <LOCATION>Rubavu</LOCATION>.,test,2025-06-28,4612
4613,4613,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-30"">I planted them 3 months ago</TIMEX3>.",train,2025-06-28,4613
4614,4614,Which potato variety do you plant?,I plant <POTATO>Fingerling</POTATO>.,train,2025-06-28,4614
4615,4615,Where is your farm located?,In <LOCATION>Burera</LOCATION>.,train,2025-06-28,4615
4616,4616,Which potato variety do you plant?,I plant <POTATO>Austrian Crescent</POTATO>.,train,2025-06-28,4616
4617,4617,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-21"">I planted them 2 months ago</TIMEX3>.",test,2025-06-28,4617
4618,4618,Where is your farm located?,In <LOCATION>Gicumbi</LOCATION>.,train,2025-06-28,4618
4619,4619,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-01"">I planted them 3 months ago</TIMEX3>.",train,2025-06-28,4619
4620,4620,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-07"">3 weeks ago</TIMEX3>.",train,2025-06-28,4620
4621,4621,Which potato variety do you plant?,I plant <POTATO>French Fingerling</POTATO>.,train,2025-06-28,4621
4622,4622,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-14"">6 weeks ago</TIMEX3>.",train,2025-06-28,4622
4623,4623,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-07"">7 weeks ago</TIMEX3>.",train,2025-06-28,4623
4624,4624,Where is your farm located?,In <LOCATION>Musanze</LOCATION>.,train,2025-06-28,4624
4625,4625,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-09"">7 weeks ago</TIMEX3>.",train,2025-06-28,4625
4626,4626,Where is your farm located?,In <LOCATION>Burera</LOCATION>.,test,2025-06-28,4626
4627,4627,Which potato variety do you plant?,I plant <POTATO>French Fingerling</POTATO>.,train,2025-06-28,4627
4628,4628,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-07"">7 weeks ago</TIMEX3>.",train,2025-06-28,4628
4629,4629,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-04"">7 weeks ago</TIMEX3>.",train,2025-06-28,4629
4630,4630,Which potato variety do you plant?,I plant <POTATO>Fingerling</POTATO>.,train,2025-06-28,4630
4631,4631,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-04"">I planted them 2 months ago</TIMEX3>.",train,2025-06-28,4631
4632,4632,Where is your farm located?,In <LOCATION>Nyabihu</LOCATION>.,train,2025-06-28,4632
4633,4633,Where is your farm located?,In <LOCATION>Rubavu</LOCATION>.,train,2025-06-28,4633
4634,4634,Where is your farm located?,In <LOCATION>Nyaruguru</LOCATION>.,train,2025-06-28,4634
4635,4635,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-21"">1 weeks ago</TIMEX3>.",train,2025-06-28,4635
4636,4636,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-19"">5 weeks ago</TIMEX3>.",train,2025-06-28,4636
4637,4637,Where is your farm located?,In <LOCATION>Burera</LOCATION>.,train,2025-06-28,4637
4638,4638,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-16"">I planted them 2 months ago</TIMEX3>.",train,2025-06-28,4638
4639,4639,Where is your farm located?,In <LOCATION>Huye</LOCATION>.,train,2025-06-28,4639
4640,4640,Where is your farm located?,In <LOCATION>Rubavu</LOCATION>.,train,2025-06-28,4640
4641,4641,Where is your farm located?,In <LOCATION>Burera</LOCATION>.,train,2025-06-28,4641
4642,4642,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-24"">I planted them 3 months ago</TIMEX3>.",train,2025-06-28,4642
4643,4643,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-07"">I planted them 3 months ago</TIMEX3>.",train,2025-06-28,4643
4644,4644,Where is your farm located?,In <LOCATION>Huye</LOCATION>.,train,2025-06-28,4644
4645,4645,Which potato variety do you plant?,I plant <POTATO>Austrian Crescent</POTATO>.,train,2025-06-28,4645
4646,4646,Which potato variety do you plant?,I plant <POTATO>La Ratte</POTATO>.,test,2025-06-28,4646
4647,4647,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-30"">4 weeks ago</TIMEX3>.",train,2025-06-28,4647
4648,4648,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-05"">I planted them 3 months ago</TIMEX3>.",test,2025-06-28,4648
4649,4649,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-02"">8 weeks ago</TIMEX3>.",train,2025-06-28,4649
4650,4650,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-19"">I planted them 2 months ago</TIMEX3>.",train,2025-06-28,4650
4651,4651,Which potato variety do you plant?,I plant <POTATO>Fingerling</POTATO>.,train,2025-06-28,4651
4652,4652,Where is your farm located?,In <LOCATION>Rubavu</LOCATION>.,test,2025-06-28,4652
4653,4653,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-04"">I planted them 2 months ago</TIMEX3>.",train,2025-06-28,4653
4654,4654,Where is your farm located?,In <LOCATION>Musanze</LOCATION>.,train,2025-06-28,4654
4655,4655,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-06"">7 weeks ago</TIMEX3>.",train,2025-06-28,4655
4656,4656,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-20"">I planted them 2 months ago</TIMEX3>.",train,2025-06-28,4656
4657,4657,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-16"">6 weeks ago</TIMEX3>.",test,2025-06-28,4657
4658,4658,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-07"">7 weeks ago</TIMEX3>.",valid,2025-06-28,4658
4659,4659,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-25"">4 weeks ago</TIMEX3>.",train,2025-06-28,4659
4660,4660,Where is your farm located?,In <LOCATION>Rubavu</LOCATION>.,train,2025-06-28,4660
4661,4661,Which potato variety do you plant?,I plant <POTATO>New Potatoes</POTATO>.,train,2025-06-28,4661
4662,4662,Where is your farm located?,In <LOCATION>Gicumbi</LOCATION>.,train,2025-06-28,4662
4663,4663,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-01"">I planted them 2 months ago</TIMEX3>.",train,2025-06-28,4663
4664,4664,Which potato variety do you plant?,I plant <POTATO>French Fingerling</POTATO>.,train,2025-06-28,4664
4665,4665,Where is your farm located?,In <LOCATION>Nyamagabe</LOCATION>.,train,2025-06-28,4665
4666,4666,Where is your farm located?,In <LOCATION>Musanze</LOCATION>.,train,2025-06-28,4666
4667,4667,Where is your farm located?,In <LOCATION>Burera</LOCATION>.,train,2025-06-28,4667
4668,4668,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-22"">I planted them 2 months ago</TIMEX3>.",train,2025-06-28,4668
4669,4669,Which potato variety do you plant?,I plant <POTATO>La Ratte</POTATO>.,train,2025-06-28,4669
4670,4670,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-14"">I planted them 3 months ago</TIMEX3>.",train,2025-06-28,4670
4671,4671,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-05"">7 weeks ago</TIMEX3>.",train,2025-06-28,4671
4672,4672,Which potato variety do you plant?,I plant <POTATO>La Ratte</POTATO>.,test,2025-06-28,4672
4673,4673,Where is your farm located?,In <LOCATION>Gicumbi</LOCATION>.,train,2025-06-28,4673
4674,4674,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-21"">I planted them 3 months ago</TIMEX3>.",train,2025-06-28,4674
4675,4675,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-10"">I planted them 2 months ago</TIMEX3>.",test,2025-06-28,4675
4676,4676,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-17"">I planted them 3 months ago</TIMEX3>.",train,2025-06-28,4676
4677,4677,Which potato variety do you plant?,I plant <POTATO>Red Bliss</POTATO>.,train,2025-06-28,4677
4678,4678,Where is your farm located?,In <LOCATION>Nyamagabe</LOCATION>.,train,2025-06-28,4678
4679,4679,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-13"">I planted them 3 months ago</TIMEX3>.",train,2025-06-28,4679
4680,4680,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-10"">I planted them 3 months ago</TIMEX3>.",train,2025-06-28,4680
4681,4681,Where is your farm located?,In <LOCATION>Burera</LOCATION>.,train,2025-06-28,4681
4682,4682,Which potato variety do you plant?,I plant <POTATO>German Butterball</POTATO>.,train,2025-06-28,4682
4683,4683,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-08"">I planted them 2 months ago</TIMEX3>.",train,2025-06-28,4683
4684,4684,Which potato variety do you plant?,I plant <POTATO>French Fingerling</POTATO>.,train,2025-06-28,4684
4685,4685,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-08"">I planted them 3 months ago</TIMEX3>.",train,2025-06-28,4685
4686,4686,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-07"">3 weeks ago</TIMEX3>.",train,2025-06-28,4686
4687,4687,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-28"">I planted them 2 months ago</TIMEX3>.",train,2025-06-28,4687
4688,4688,Which potato variety do you plant?,I plant <POTATO>French Fingerling</POTATO>.,train,2025-06-28,4688
4689,4689,Where is your farm located?,In <LOCATION>Nyamagabe</LOCATION>.,train,2025-06-28,4689
4690,4690,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-20"">I planted them 3 months ago</TIMEX3>.",valid,2025-06-28,4690
4691,4691,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-26"">I planted them 2 months ago</TIMEX3>.",train,2025-06-28,4691
4692,4692,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-15"">I planted them 2 months ago</TIMEX3>.",train,2025-06-28,4692
4693,4693,Which potato variety do you plant?,I plant <POTATO>Russian Banana</POTATO>.,train,2025-06-28,4693
4694,4694,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-10"">2 weeks ago</TIMEX3>.",train,2025-06-28,4694
4695,4695,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-11"">I planted them 2 months ago</TIMEX3>.",valid,2025-06-28,4695
4696,4696,Which potato variety do you plant?,I plant <POTATO>Russian Banana</POTATO>.,train,2025-06-28,4696
4697,4697,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-12"">6 weeks ago</TIMEX3>.",train,2025-06-28,4697
4698,4698,Where is your farm located?,In <LOCATION>Rulindo</LOCATION>.,test,2025-06-28,4698
4699,4699,Which potato variety do you plant?,I plant <POTATO>Fingerling</POTATO>.,train,2025-06-28,4699
4700,4700,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-06"">3 weeks ago</TIMEX3>.",test,2025-06-28,4700
4701,4701,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-07"">I planted them 2 months ago</TIMEX3>.",train,2025-06-28,4701
4702,4702,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-01"">3 weeks ago</TIMEX3>.",train,2025-06-28,4702
4703,4703,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-27"">4 weeks ago</TIMEX3>.",train,2025-06-28,4703
4704,4704,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-13"">2 weeks ago</TIMEX3>.",train,2025-06-28,4704
4705,4705,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-08"">I planted them 3 months ago</TIMEX3>.",train,2025-06-28,4705
4706,4706,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-09"">I planted them 2 months ago</TIMEX3>.",train,2025-06-28,4706
4707,4707,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-04-30"">8 weeks ago</TIMEX3>.",train,2025-06-28,4707
4708,4708,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-21"">5 weeks ago</TIMEX3>.",valid,2025-06-28,4708
4709,4709,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-29"">4 weeks ago</TIMEX3>.",train,2025-06-28,4709
4710,4710,Where is your farm located?,In <LOCATION>Nyamagabe</LOCATION>.,valid,2025-06-28,4710
4711,4711,Which potato variety do you plant?,I plant <POTATO>Red Bliss</POTATO>.,train,2025-06-28,4711
4712,4712,Where is your farm located?,In <LOCATION>Musanze</LOCATION>.,train,2025-06-28,4712
4713,4713,Where is your farm located?,In <LOCATION>Burera</LOCATION>.,train,2025-06-28,4713
4714,4714,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-03"">I planted them 3 months ago</TIMEX3>.",train,2025-06-28,4714
4715,4715,Where is your farm located?,In <LOCATION>Nyamagabe</LOCATION>.,train,2025-06-28,4715
4716,4716,Which potato variety do you plant?,I plant <POTATO>Russian Banana</POTATO>.,test,2025-06-28,4716
4717,4717,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-16"">1 weeks ago</TIMEX3>.",train,2025-06-28,4717
4718,4718,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-06"">I planted them 2 months ago</TIMEX3>.",train,2025-06-28,4718
4719,4719,Where is your farm located?,In <LOCATION>Nyabihu</LOCATION>.,train,2025-06-28,4719
4720,4720,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-09"">I planted them 2 months ago</TIMEX3>.",train,2025-06-28,4720
4721,4721,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-28"">I planted them 3 months ago</TIMEX3>.",train,2025-06-28,4721
4722,4722,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-21"">5 weeks ago</TIMEX3>.",train,2025-06-28,4722
4723,4723,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-15"">6 weeks ago</TIMEX3>.",train,2025-06-28,4723
4724,4724,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-06"">3 weeks ago</TIMEX3>.",valid,2025-06-28,4724
4725,4725,Where is your farm located?,In <LOCATION>Musanze</LOCATION>.,valid,2025-06-28,4725
4726,4726,Where is your farm located?,In <LOCATION>Rulindo</LOCATION>.,train,2025-06-28,4726
4727,4727,Where is your farm located?,In <LOCATION>Huye</LOCATION>.,train,2025-06-28,4727
4728,4728,Where is your farm located?,In <LOCATION>Nyabihu</LOCATION>.,test,2025-06-28,4728
4729,4729,Which potato variety do you plant?,I plant <POTATO>New Potatoes</POTATO>.,train,2025-06-28,4729
4730,4730,Where is your farm located?,In <LOCATION>Rubavu</LOCATION>.,train,2025-06-28,4730
4731,4731,Where is your farm located?,In <LOCATION>Nyamagabe</LOCATION>.,train,2025-06-28,4731
4732,4732,Which potato variety do you plant?,I plant <POTATO>New Potatoes</POTATO>.,train,2025-06-28,4732
4733,4733,Which potato variety do you plant?,I plant <POTATO>Austrian Crescent</POTATO>.,train,2025-06-28,4733
4734,4734,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-18"">I planted them 2 months ago</TIMEX3>.",train,2025-06-28,4734
4735,4735,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-12"">I planted them 2 months ago</TIMEX3>.",test,2025-06-28,4735
4736,4736,Which potato variety do you plant?,I plant <POTATO>French Fingerling</POTATO>.,train,2025-06-28,4736
4737,4737,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-04-29"">8 weeks ago</TIMEX3>.",train,2025-06-28,4737
4738,4738,Which potato variety do you plant?,I plant <POTATO>New Potatoes</POTATO>.,train,2025-06-28,4738
4739,4739,Which potato variety do you plant?,I plant <POTATO>Fingerling</POTATO>.,valid,2025-06-28,4739
4740,4740,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-10"">7 weeks ago</TIMEX3>.",train,2025-06-28,4740
4741,4741,Where is your farm located?,In <LOCATION>Nyaruguru</LOCATION>.,train,2025-06-28,4741
4742,4742,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-09"">I planted them 2 months ago</TIMEX3>.",train,2025-06-28,4742
4743,4743,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-29"">I planted them 2 months ago</TIMEX3>.",test,2025-06-28,4743
4744,4744,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-23"">5 weeks ago</TIMEX3>.",train,2025-06-28,4744
4745,4745,Which potato variety do you plant?,I plant <POTATO>New Potatoes</POTATO>.,train,2025-06-28,4745
4746,4746,Where is your farm located?,In <LOCATION>Musanze</LOCATION>.,train,2025-06-28,4746
4747,4747,Where is your farm located?,In <LOCATION>Burera</LOCATION>.,train,2025-06-28,4747
