sentence_id,words,labels,dataset
194,months,I-DATE,train
194,ago,I-DATE,train
194,.,O,train
195,We,O,train
195,first,O,train
195,spoke,O,train
195,six,B-DATE,train
195,months,I-DATE,train
195,ago,I-DATE,train
195,.,O,train
196,The,O,train
196,incident,O,train
196,happened,O,train
196,a,B-DATE,train
196,year,I-DATE,train
196,ago,I-DATE,train
196,.,O,train
197,He,O,train
197,came,O,train
197,back,O,train
197,nine,B-DATE,train
197,months,I-DATE,train
197,ago,I-DATE,train
197,.,O,train
198,They,O,train
198,got,O,train
198,engaged,O,train
198,ten,B-DATE,train
198,months,I-DATE,train
198,ago,I-DATE,train
198,.,O,train
199,She,O,train
199,joined,O,train
199,the,O,train
199,team,O,train
199,eleven,B-DATE,train
199,months,I-DATE,train
199,ago,I-DATE,train
199,.,O,train
200,We,O,train
200,had,O,train
200,our,O,train
200,first,O,train
200,meeting,O,train
200,over,B-DATE,train
200,a,I-DATE,train
200,year,I-DATE,train
200,ago,I-DATE,train
200,.,O,train
201,The,O,train
201,baby,O,train
201,was,O,train
201,born,O,train
201,two,B-DATE,train
201,years,I-DATE,train
201,ago,I-DATE,train
201,.,O,train
202,I,O,train
202,wrote,O,train
202,the,O,train
202,article,O,train
202,about,B-DATE,train
202,four,I-DATE,train
202,months,I-DATE,train
202,ago,I-DATE,train
202,.,O,train
203,They,O,train
203,started,O,train
203,the,O,train
203,pilot,O,train
203,four,B-DATE,train
203,months,I-DATE,train
203,ago,I-DATE,train
203,.,O,train
204,We,O,train
204,moved,O,train
204,out,O,train
204,about,B-DATE,train
204,three,I-DATE,train
204,months,I-DATE,train
204,ago,I-DATE,train
204,.,O,train
205,The,O,train
205,draft,O,train
205,was,O,train
205,ready,O,train
205,three,B-DATE,train
205,and,I-DATE,train
205,a,I-DATE,train
205,half,I-DATE,train
205,months,I-DATE,train
205,ago,I-DATE,train
205,.,O,train
206,I,O,train
206,submitted,O,train
206,my,O,train
206,application,O,train
206,two,B-DATE,train
206,and,I-DATE,train
206,a,I-DATE,train
206,half,I-DATE,train
206,months,I-DATE,train
206,ago,I-DATE,train
206,.,O,train
207,She,O,train
207,left,O,train
207,for,O,train
207,Berlin,O,train
207,six,B-DATE,train
207,weeks,I-DATE,train
207,ago,I-DATE,train
207,.,O,train
208,We,O,train
208,last,O,train
208,had,O,train
208,lunch,O,train
208,more,B-DATE,train
208,than,I-DATE,train
208,two,I-DATE,train
208,weeks,I-DATE,train
208,ago,I-DATE,train
208,.,O,train
209,The,O,valid
209,repairs,O,valid
209,began,O,valid
209,eight,B-DATE,valid
209,weeks,I-DATE,valid
209,ago,I-DATE,valid
209,.,O,valid
210,The,O,test
210,server,O,test
210,was,O,test
210,rebooted,O,test
210,nineteen,B-DATE,test
210,days,I-DATE,test
210,ago,I-DATE,test
210,.,O,test
211,We,O,train
211,filed,O,train
211,the,O,train
211,complaint,O,train
211,five,B-DATE,train
211,weeks,I-DATE,train
211,ago,I-DATE,train
211,.,O,train
212,He,O,train
212,moved,O,train
212,offices,O,train
212,about,B-DATE,train
212,ten,I-DATE,train
212,weeks,I-DATE,train
212,ago,I-DATE,train
212,.,O,train
213,She,O,train
213,emailed,O,train
213,us,O,train
213,three,B-DATE,train
213,weeks,I-DATE,train
213,ago,I-DATE,train
213,.,O,train
214,The,O,train
214,first,O,train
214,shipment,O,train
214,arrived,O,train
214,twenty-three,B-DATE,train
214,days,I-DATE,train
214,ago,I-DATE,train
214,.,O,train
215,The,O,train
215,files,O,train
215,were,O,train
215,backed,O,train
215,up,O,train
215,twenty-five,B-DATE,train
215,days,I-DATE,train
215,ago,I-DATE,train
215,.,O,train
216,We,O,train
216,last,O,train
216,talked,O,train
216,one,B-DATE,train
216,month,I-DATE,train
216,and,I-DATE,train
216,one,I-DATE,train
216,day,I-DATE,train
216,ago,I-DATE,train
216,.,O,train
217,I,O,train
217,saw,O,train
217,her,O,train
217,again,O,train
217,four,B-DATE,train
217,weeks,I-DATE,train
217,ago,I-DATE,train
217,.,O,train
218,The,O,train
218,idea,O,train
218,was,O,train
218,proposed,O,train
218,three,B-DATE,train
218,months,I-DATE,train
218,ago,I-DATE,train
218,.,O,train
219,The,O,valid
219,prototype,O,valid
219,was,O,valid
219,built,O,valid
219,four,B-DATE,valid
219,months,I-DATE,valid
219,ago,I-DATE,valid
219,.,O,valid
220,John,O,train
220,traveled,O,train
220,from,O,train
220,Paris,B-LOCATION,train
220,,O,train
220,to,O,train
220,Berlin,B-LOCATION,train
220,,O,train
220,last,O,train
220,week.,O,train
221,She,O,valid
221,grew,O,valid
221,up,O,valid
221,in,O,valid
221,New,B-LOCATION,valid
221,York,I-LOCATION,valid
221,,O,valid
221,but,O,valid
221,now,O,valid
221,lives,O,valid
221,in,O,valid
221,Los,B-LOCATION,valid
221,Angeles,I-LOCATION,valid
221,.,O,valid
222,We,O,train
222,spent,O,train
222,our,O,train
222,summer,O,train
222,vacation,O,train
222,in,O,train
222,Greece,B-LOCATION,train
222,.,O,train
223,The,O,train
223,flight,O,train
223,from,O,train
223,London,B-LOCATION,train
223,,O,train
223,to,O,train
223,Rome,B-LOCATION,train
223,,O,train
223,was,O,train
223,delayed.,O,train
224,They,O,train
224,met,O,train
224,in,O,train
224,Tokyo,B-LOCATION,train
224,,O,train
224,during,O,train
224,a,O,train
224,business,O,train
224,trip.,O,train
225,Cape,B-LOCATION,test
225,Town,I-LOCATION,test
225,,O,test
225,is,O,test
225,known,O,test
225,for,O,test
225,its,O,test
225,beautiful,O,test
225,coastline.,O,test
226,My,O,train
226,parents,O,train
226,live,O,train
226,in,O,train
226,Sydney,B-LOCATION,train
226,",",O,train
226,Australia.,O,train
227,He,O,train
227,works,O,train
227,for,O,train
227,a,O,train
227,company,O,train
227,based,O,train
227,in,O,train
227,Dubai,B-LOCATION,train
227,.,O,train
228,I’ve,O,test
228,always,O,test
228,wanted,O,test
228,to,O,test
228,visit,O,test
228,Rio,B-LOCATION,test
228,de,I-LOCATION,test
228,Janeiro,I-LOCATION,test
228,.,O,test
229,Nairobi,B-LOCATION,train
229,,O,train
229,is,O,train
229,the,O,train
229,capital,O,train
229,of,O,train
229,Kenya.,O,train
230,They,O,train
230,went,O,train
230,hiking,O,train
230,in,O,train
230,the,O,train
230,Rocky,B-LOCATION,train
230,Mountains,I-LOCATION,train
230,.,O,train
231,She,O,train
231,studied,O,train
231,at,O,train
231,a,O,train
231,university,O,train
231,in,O,train
231,Amsterdam,B-LOCATION,train
231,.,O,train
232,He,O,train
232,was,O,train
232,born,O,train
232,in,O,train
232,Chicago,B-LOCATION,train
232,,O,train
232,in,O,train
232,1985.,O,train
233,Beijing,B-LOCATION,train
233,,O,train
233,hosted,O,train
233,the,O,train
233,Olympics,O,train
233,in,O,train
233,2008.,O,train
234,I’ll,O,train
234,be,O,train
234,in,O,train
234,San,B-LOCATION,train
234,Francisco,I-LOCATION,train
234,,O,train
234,for,O,train
234,a,O,train
234,conference.,O,train
235,We,O,train
235,had,O,train
235,dinner,O,train
235,in,O,train
235,Barcelona,B-LOCATION,train
235,,O,train
235,last,O,train
235,night.,O,train
236,Mumbai,B-LOCATION,train
236,,O,train
236,is,O,train
236,one,O,train
236,of,O,train
236,the,O,train
236,most,O,train
236,populated,O,train
236,cities,O,train
236,in,O,train
236,India.,O,train
237,She,O,train
237,moved,O,train
237,to,O,train
237,Lisbon,B-LOCATION,train
237,,O,train
237,after,O,train
237,graduation.,O,train
238,He,O,train
238,grew,O,train
238,up,O,train
238,near,O,train
238,Lake,B-LOCATION,train
238,Victoria,I-LOCATION,train
238,.,O,train
239,They,O,train
239,took,O,train
239,a,O,train
239,road,O,train
239,trip,O,train
239,through,O,train
239,Scotland,B-LOCATION,train
239,.,O,train
240,We,O,valid
240,stayed,O,valid
240,in,O,valid
240,a,O,valid
240,small,O,valid
240,village,O,valid
240,in,O,valid
240,Tuscany,B-LOCATION,valid
240,.,O,valid
241,I,O,train
241,had,O,train
241,a,O,train
241,layover,O,train
241,in,O,train
241,Frankfurt,B-LOCATION,train
241,.,O,train
242,He,O,train
242,attended,O,train
242,a,O,train
242,summit,O,train
242,in,O,train
242,Geneva,B-LOCATION,train
242,.,O,train
243,The,O,train
243,train,O,train
243,from,O,train
243,Vienna,B-LOCATION,train
243,,O,train
243,to,O,train
243,Prague,B-LOCATION,train
243,,O,train
243,takes,O,train
243,about,O,train
243,4,O,train
243,hours.,O,train
244,She,O,train
244,flew,O,train
244,from,O,train
244,Jakarta,B-LOCATION,train
244,,O,train
244,to,O,train
244,Bangkok,B-LOCATION,train
244,.,O,train
245,We,O,train
245,explored,O,train
245,the,O,train
245,ruins,O,train
245,in,O,train
245,Petra,B-LOCATION,train
245,",",O,train
245,Jordan.,O,train
246,Istanbul,B-LOCATION,train
246,,O,train
246,bridges,O,train
246,Europe,O,train
246,and,O,train
246,Asia.,O,train
247,They,O,train
247,visited,O,train
247,the,O,train
247,temples,O,train
247,in,O,train
247,Kyoto,B-LOCATION,train
247,.,O,train
248,Vancouver,B-LOCATION,train
248,,O,train
248,is,O,train
248,a,O,train
248,great,O,train
248,place,O,train
248,for,O,train
248,outdoor,O,train
248,activities.,O,train
249,He,O,train
249,works,O,train
249,remotely,O,train
249,from,O,train
249,Buenos,B-LOCATION,train
249,Aires,I-LOCATION,train
249,.,O,train
250,They,O,train
250,bought,O,train
250,a,O,train
250,house,O,train
250,near,O,train
250,Lake,B-LOCATION,train
250,Tahoe,I-LOCATION,train
250,.,O,train
251,I,O,test
251,met,O,test
251,her,O,test
251,in,O,test
251,Seoul,B-LOCATION,test
251,,O,test
251,during,O,test
251,an,O,test
251,exchange,O,test
251,program.,O,test
252,We,O,train
252,went,O,train
252,on,O,train
252,a,O,train
252,safari,O,train
252,in,O,train
252,Serengeti,B-LOCATION,train
252,.,O,train
253,Venice,B-LOCATION,train
253,,O,train
253,is,O,train
253,famous,O,train
253,for,O,train
253,its,O,train
253,canals.,O,train
254,She,O,test
254,took,O,test
254,a,O,test
254,photo,O,test
254,in,O,test
254,front,O,test
254,of,O,test
254,the,O,test
254,Eiffel,B-LOCATION,test
254,Tower,I-LOCATION,test
254,,O,test
254,in,O,test
254,Paris,B-LOCATION,test
254,.,O,test
255,They,O,train
255,got,O,train
255,married,O,train
255,in,O,train
255,Hawaii,B-LOCATION,train
255,.,O,train
256,He,O,train
256,lives,O,train
256,in,O,train
256,the,O,train
256,countryside,O,train
256,near,O,train
256,Oxford,B-LOCATION,train
256,.,O,train
257,I,O,train
257,attended,O,train
257,a,O,train
257,concert,O,train
257,in,O,train
257,Manchester,B-LOCATION,train
257,.,O,train
258,They,O,test
258,visited,O,test
258,family,O,test
258,in,O,test
258,Oslo,B-LOCATION,test
258,.,O,test
259,She,O,train
259,spent,O,train
259,a,O,train
259,semester,O,train
259,abroad,O,train
259,in,O,train
259,Mexico,B-LOCATION,train
259,City,I-LOCATION,train
259,.,O,train
260,The,O,train
260,film,O,train
260,was,O,train
260,shot,O,train
260,in,O,train
260,New,B-LOCATION,train
260,Zealand,I-LOCATION,train
260,.,O,train
261,We,O,train
261,stopped,O,train
261,for,O,train
261,coffee,O,train
261,in,O,train
261,Brussels,B-LOCATION,train
261,.,O,train
262,The,O,train
262,conference,O,train
262,was,O,train
262,held,O,train
262,in,O,train
262,Abuja,B-LOCATION,train
262,.,O,train
263,He,O,test
263,was,O,test
263,stationed,O,test
263,in,O,test
263,Baghdad,B-LOCATION,test
263,,O,test
263,for,O,test
263,six,O,test
263,months.,O,test
264,She,O,train
264,worked,O,train
264,in,O,train
264,Singapore,B-LOCATION,train
264,,O,train
264,for,O,train
264,five,O,train
264,years.,O,train
265,They,O,train
265,stayed,O,train
265,in,O,train
265,a,O,train
265,resort,O,train
265,near,O,train
265,Phuket,B-LOCATION,train
265,.,O,train
266,I,O,train
266,met,O,train
266,a,O,train
266,friend,O,train
266,in,O,train
266,Lima,B-LOCATION,train
266,,O,train
266,while,O,train
266,backpacking.,O,train
267,Reykjavik,B-LOCATION,train
267,,O,train
267,is,O,train
267,the,O,train
267,capital,O,train
267,of,O,train
267,Iceland.,O,train
268,Helsinki,B-LOCATION,train
268,,O,train
268,is,O,train
268,a,O,train
268,great,O,train
268,city,O,train
268,to,O,train
268,visit,O,train
268,in,O,train
268,summer.,O,train
269,We,O,train
269,camped,O,train
269,in,O,train
269,Yosemite,B-LOCATION,train
269,National,I-LOCATION,train
269,Park,I-LOCATION,train
269,.,O,train
270,She,O,test
270,lives,O,test
270,in,O,test
270,a,O,test
270,flat,O,test
270,in,O,test
270,Berlin,B-LOCATION,test
270,.,O,test
271,He,O,valid
271,studied,O,valid
271,engineering,O,valid
271,in,O,valid
271,Zurich,B-LOCATION,valid
271,.,O,valid
272,We,O,train
272,went,O,train
272,wine,O,train
272,tasting,O,train
272,in,O,train
272,Bordeaux,B-LOCATION,train
272,.,O,train
273,She,O,test
273,took,O,test
273,a,O,test
273,cruise,O,test
273,from,O,test
273,Miami,B-LOCATION,test
273,,O,test
273,to,O,test
273,Jamaica,B-LOCATION,test
273,.,O,test
274,I,O,train
274,ran,O,train
274,a,O,train
274,marathon,O,train
274,in,O,train
274,Boston,B-LOCATION,train
274,.,O,train
275,They,O,test
275,skied,O,test
275,in,O,test
275,Whistler,B-LOCATION,test
275,",",O,test
275,Canada.,O,test
276,He,O,test
276,volunteered,O,test
276,in,O,test
276,Kigali,B-LOCATION,test
276,.,O,test
277,The,O,train
277,embassy,O,train
277,is,O,train
277,located,O,train
277,in,O,train
277,"Washington,",B-LOCATION,train
277,D.C.,I-LOCATION,train
277,.,O,train
278,We,O,train
278,stayed,O,train
278,near,O,train
278,Mount,B-LOCATION,train
278,Fuji,I-LOCATION,train
278,.,O,train
279,She,O,valid
279,visited,O,valid
279,the,O,valid
279,pyramids,O,valid
279,in,O,valid
279,Cairo,B-LOCATION,valid
279,.,O,valid
280,He,O,train
280,went,O,train
280,kayaking,O,train
280,in,O,train
280,Halong,B-LOCATION,train
280,Bay,I-LOCATION,train
280,.,O,train
281,La,B-LOCATION,valid
281,Paz,I-LOCATION,valid
281,,O,valid
281,is,O,valid
281,one,O,valid
281,of,O,valid
281,the,O,valid
281,highest,O,valid
281,capital,O,valid
281,cities,O,valid
281,in,O,valid
281,the,O,valid
281,world.,O,valid
282,They,O,train
282,had,O,train
282,a,O,train
282,honeymoon,O,train
282,in,O,train
282,Maldives,B-LOCATION,train
282,.,O,train
283,The,O,train
283,team,O,train
283,is,O,train
283,based,O,train
283,in,O,train
283,Brisbane,B-LOCATION,train
283,.,O,train
284,I,O,train
284,read,O,train
284,a,O,train
284,book,O,train
284,while,O,train
284,sitting,O,train
284,on,O,train
284,a,O,train
284,beach,O,train
284,in,O,train
284,Zanzibar,B-LOCATION,train
284,.,O,train
285,We,O,train
285,stayed,O,train
285,at,O,train
285,a,O,train
285,lodge,O,train
285,in,O,train
285,Kruger,B-LOCATION,train
285,National,I-LOCATION,train
285,Park,I-LOCATION,train
285,.,O,train
286,He,O,test
286,flew,O,test
286,from,O,test
286,Doha,B-LOCATION,test
286,,O,test
286,to,O,test
286,Munich,B-LOCATION,test
286,.,O,test
287,The,O,train
287,delegation,O,train
287,came,O,train
287,from,O,train
287,Stockholm,B-LOCATION,train
287,.,O,train
288,The,O,train
288,workshop,O,train
288,was,O,train
288,in,O,train
288,Accra,B-LOCATION,train
288,.,O,train
289,Dubrovnik,B-LOCATION,train
289,,O,train
289,is,O,train
289,a,O,train
289,UNESCO,O,train
289,World,O,train
289,Heritage,O,train
289,Site.,O,train
290,The,O,train
290,road,O,train
290,trip,O,train
290,ended,O,train
290,in,O,train
290,San,B-LOCATION,train
290,Diego,I-LOCATION,train
290,.,O,train
291,I,O,train
291,spent,O,train
291,the,O,train
291,weekend,O,train
291,in,O,train
291,Galway,B-LOCATION,train
291,.,O,train
292,He,O,valid
292,attended,O,valid
292,university,O,valid
292,in,O,valid
292,Edinburgh,B-LOCATION,valid
292,.,O,valid
293,We,O,train
293,explored,O,train
293,the,O,train
293,old,O,train
293,city,O,train
293,of,O,train
293,Jerusalem,B-LOCATION,train
293,.,O,train
294,She,O,train
294,went,O,train
294,stargazing,O,train
294,in,O,train
294,Namib,B-LOCATION,train
294,Desert,I-LOCATION,train
294,.,O,train
295,I,O,train
295,took,O,train
295,a,O,train
295,ferry,O,train
295,from,O,train
295,Helsingør,B-LOCATION,train
295,,O,train
295,to,O,train
295,Helsingborg,B-LOCATION,train
295,.,O,train
296,The,O,train
296,office,O,train
296,moved,O,train
296,to,O,train
296,Vienna,B-LOCATION,train
296,,O,train
296,last,O,train
296,year.,O,train
297,She,O,valid
297,took,O,valid
297,a,O,valid
297,job,O,valid
297,in,O,valid
297,Bangalore,B-LOCATION,valid
297,.,O,valid
298,We,O,test
298,caught,O,test
298,a,O,test
298,bus,O,test
298,to,O,test
298,Casablanca,B-LOCATION,test
298,.,O,test
299,They,O,test
299,visited,O,test
299,relatives,O,test
299,in,O,test
299,Lagos,B-LOCATION,test
299,.,O,test
300,I,O,test
300,passed,O,test
300,through,O,test
300,Antwerp,B-LOCATION,test
300,,O,test
300,on,O,test
300,my,O,test
300,way,O,test
300,to,O,test
300,Amsterdam,B-LOCATION,test
300,.,O,test
301,The,O,train
301,ship,O,train
301,docked,O,train
301,in,O,train
301,Marseille,B-LOCATION,train
301,.,O,train
302,The,O,train
302,project,O,train
302,is,O,train
302,based,O,train
302,in,O,train
302,Kinshasa,B-LOCATION,train
302,.,O,train
303,She,O,train
303,vacationed,O,train
303,on,O,train
303,Santorini,B-LOCATION,train
303,.,O,train
304,We,O,train
304,had,O,train
304,lunch,O,train
304,in,O,train
304,Porto,B-LOCATION,train
304,.,O,train
305,He,O,train
305,lives,O,train
305,in,O,train
305,Colombo,B-LOCATION,train
305,",",O,train
305,Sri,O,train
305,Lanka.,O,train
306,The,O,train
306,team,O,train
306,met,O,train
306,in,O,train
306,Bucharest,B-LOCATION,train
306,.,O,train
307,They,O,train
307,took,O,train
307,a,O,train
307,ferry,O,train
307,from,O,train
307,Venice,B-LOCATION,train
307,,O,train
307,to,O,train
307,Dubrovnik,B-LOCATION,train
307,.,O,train
308,I,O,train
308,stopped,O,train
308,briefly,O,train
308,in,O,train
308,Luxembourg,B-LOCATION,train
308,City,I-LOCATION,train
308,.,O,train
309,The,O,train
309,wedding,O,train
309,took,O,train
309,place,O,train
309,in,O,train
309,Florence,B-LOCATION,train
309,.,O,train
310,She,O,train
310,traveled,O,train
310,across,O,train
310,Mongolia,B-LOCATION,train
310,,O,train
310,by,O,train
310,train.,O,train
311,I,O,train
311,spent,O,train
311,Christmas,O,train
311,in,O,train
311,Warsaw,B-LOCATION,train
311,.,O,train
312,The,O,train
312,plane,O,train
312,landed,O,train
312,in,O,train
312,Vienna,B-LOCATION,train
312,,O,train
312,at,O,train
312,dawn.,O,train
313,He,O,train
313,was,O,train
313,transferred,O,train
313,to,O,train
313,Basel,B-LOCATION,train
313,.,O,train
314,I,O,train
314,worked,O,train
314,in,O,train
314,Port-au-Prince,B-LOCATION,train
314,,O,train
314,after,O,train
314,the,O,train
314,earthquake.,O,train
315,We,O,train
315,stayed,O,train
315,in,O,train
315,Seville,B-LOCATION,train
315,,O,train
315,during,O,train
315,the,O,train
315,festival.,O,train
316,The,O,train
316,exhibit,O,train
316,came,O,train
316,from,O,train
316,St.,B-LOCATION,train
316,Petersburg,I-LOCATION,train
316,.,O,train
317,She,O,train
317,studied,O,train
317,fashion,O,train
317,in,O,train
317,Milan,B-LOCATION,train
317,.,O,train
318,The,O,valid
318,team,O,valid
318,operates,O,valid
318,from,O,valid
318,Abidjan,B-LOCATION,valid
318,.,O,valid
319,We,O,train
319,attended,O,train
319,a,O,train
319,wedding,O,train
319,in,O,train
319,Kampala,B-LOCATION,train
319,.,O,train
320,We,O,train
320,arrived,O,train
320,in,O,train
320,Madrid,B-LOCATION,train
320,,O,train
320,twenty-seven,B-DATE,train
320,days,I-DATE,train
320,ago,I-DATE,train
320,.,O,train
321,The,O,train
321,seminar,O,train
321,in,O,train
321,Oslo,B-LOCATION,train
321,,O,train
321,concluded,O,train
321,eighteen,B-DATE,train
321,days,I-DATE,train
321,ago,I-DATE,train
321,.,O,train
322,He,O,train
322,moved,O,train
322,to,O,train
322,Sydney,B-LOCATION,train
322,,O,train
322,two,B-DATE,train
322,months,I-DATE,train
322,ago,I-DATE,train
322,.,O,train
323,We,O,train
323,flew,O,train
323,from,O,train
323,Berlin,B-LOCATION,train
323,,O,train
323,to,O,train
323,Amsterdam,B-LOCATION,train
323,,O,train
323,sixteen,B-DATE,train
323,days,I-DATE,train
323,ago,I-DATE,train
323,.,O,train
324,The,O,train
324,agreement,O,train
324,was,O,train
324,signed,O,train
324,in,O,train
324,Brussels,B-LOCATION,train
324,,O,train
324,ten,B-DATE,train
324,days,I-DATE,train
324,ago,I-DATE,train
324,.,O,train
325,She,O,train
325,returned,O,train
325,from,O,train
325,Tokyo,B-LOCATION,train
325,,O,train
325,eight,B-DATE,train
325,days,I-DATE,train
325,ago,I-DATE,train
325,.,O,train
326,We,O,train
326,spent,O,train
326,the,O,train
326,holiday,O,train
326,in,O,train
326,Lisbon,B-LOCATION,train
326,,O,train
326,over,B-DATE,train
326,a,I-DATE,train
326,month,I-DATE,train
326,ago,I-DATE,train
326,.,O,train
327,They,O,train
327,visited,O,train
327,Cape,B-LOCATION,train
327,Town,I-LOCATION,train
327,,O,train
327,two,B-DATE,train
327,months,I-DATE,train
327,ago,I-DATE,train
327,.,O,train
328,The,O,train
328,team,O,train
328,arrived,O,train
328,in,O,train
328,Nairobi,B-LOCATION,train
328,,O,train
328,twenty-three,B-DATE,train
328,days,I-DATE,train
328,ago,I-DATE,train
328,.,O,train
329,I,O,train
329,was,O,train
329,in,O,train
329,Vienna,B-LOCATION,train
329,,O,train
329,nine,B-DATE,train
329,days,I-DATE,train
329,ago,I-DATE,train
329,.,O,train
330,We,O,train
330,returned,O,train
330,from,O,train
330,Prague,B-LOCATION,train
330,,O,train
330,twenty-two,B-DATE,train
330,days,I-DATE,train
330,ago,I-DATE,train
330,.,O,train
331,She,O,train
331,arrived,O,train
331,in,O,train
331,Seoul,B-LOCATION,train
331,,O,train
331,five,B-DATE,train
331,weeks,I-DATE,train
331,ago,I-DATE,train
331,.,O,train
332,They,O,train
332,left,O,train
332,Munich,B-LOCATION,train
332,,O,train
332,fifteen,B-DATE,train
332,days,I-DATE,train
332,ago,I-DATE,train
332,.,O,train
333,The,O,train
333,tour,O,train
333,ended,O,train
333,in,O,train
333,Bangkok,B-LOCATION,train
333,,O,train
333,thirteen,B-DATE,train
333,days,I-DATE,train
333,ago,I-DATE,train
333,.,O,train
334,I,O,train
334,moved,O,train
334,to,O,train
334,Toronto,B-LOCATION,train
334,,O,train
334,three,B-DATE,train
334,months,I-DATE,train
334,ago,I-DATE,train
334,.,O,train
335,The,O,train
335,project,O,train
335,began,O,train
335,in,O,train
335,Helsinki,B-LOCATION,train
335,,O,train
335,two,B-DATE,train
335,and,I-DATE,train
335,a,I-DATE,train
335,half,I-DATE,train
335,months,I-DATE,train
335,ago,I-DATE,train
335,.,O,train
336,The,O,train
336,shipment,O,train
336,left,O,train
336,Shanghai,B-LOCATION,train
336,,O,train
336,twenty-five,B-DATE,train
336,days,I-DATE,train
336,ago,I-DATE,train
336,.,O,train
337,We,O,train
337,had,O,train
337,dinner,O,train
337,in,O,train
337,Rome,B-LOCATION,train
337,,O,train
337,fourteen,B-DATE,train
337,days,I-DATE,train
337,ago,I-DATE,train
337,.,O,train
338,They,O,train
338,flew,O,train
338,to,O,train
338,New,B-LOCATION,train
338,Delhi,I-LOCATION,train
338,,O,train
338,six,B-DATE,train
338,days,I-DATE,train
338,ago,I-DATE,train
338,.,O,train
339,Our,O,train
339,meeting,O,train
339,in,O,train
339,Brisbane,B-LOCATION,train
339,,O,train
339,happened,O,train
339,one,B-DATE,train
339,month,I-DATE,train
339,ago,I-DATE,train
339,.,O,train
340,The,O,train
340,interview,O,train
340,in,O,train
340,Lagos,B-LOCATION,train
340,,O,train
340,took,O,train
340,place,O,train
340,twenty,B-DATE,train
340,days,I-DATE,train
340,ago,I-DATE,train
340,.,O,train
341,I,O,train
341,visited,O,train
341,Tel,B-LOCATION,train
341,Aviv,I-LOCATION,train
341,,O,train
341,seventeen,B-DATE,train
341,days,I-DATE,train
341,ago,I-DATE,train
341,.,O,train
342,The,O,train
342,lecture,O,train
342,in,O,train
342,Bucharest,B-LOCATION,train
342,,O,train
342,was,O,train
342,held,O,train
342,twelve,B-DATE,train
342,days,I-DATE,train
342,ago,I-DATE,train
342,.,O,train
343,I,O,train
343,traveled,O,train
343,to,O,train
343,Jakarta,B-LOCATION,train
343,,O,train
343,six,B-DATE,train
343,weeks,I-DATE,train
343,ago,I-DATE,train
343,.,O,train
344,They,O,train
344,returned,O,train
344,from,O,train
344,Hanoi,B-LOCATION,train
344,,O,train
344,eleven,B-DATE,train
344,days,I-DATE,train
344,ago,I-DATE,train
344,.,O,train
345,She,O,train
345,flew,O,train
345,to,O,train
345,Kigali,B-LOCATION,train
345,,O,train
345,three,B-DATE,train
345,days,I-DATE,train
345,ago,I-DATE,train
345,.,O,train
346,The,O,train
346,package,O,train
346,from,O,train
346,Stockholm,B-LOCATION,train
346,,O,train
346,arrived,O,train
346,two,B-DATE,train
346,days,I-DATE,train
346,ago,I-DATE,train
346,.,O,train
347,I,O,train
347,left,O,train
347,Buenos,B-LOCATION,train
347,Aires,I-LOCATION,train
347,,O,train
347,four,B-DATE,train
347,days,I-DATE,train
347,ago,I-DATE,train
347,.,O,train
348,We,O,train
348,spent,O,train
348,our,O,train
348,honeymoon,O,train
348,in,O,train
348,Malta,B-LOCATION,train
348,,O,train
348,nearly,B-DATE,train
348,two,I-DATE,train
348,months,I-DATE,train
348,ago,I-DATE,train
348,.,O,train
349,The,O,test
349,team,O,test
349,flew,O,test
349,from,O,test
349,Zurich,B-LOCATION,test
349,,O,test
349,to,O,test
349,Madrid,B-LOCATION,test
349,,O,test
349,twenty-four,B-DATE,test
349,days,I-DATE,test
349,ago,I-DATE,test
349,.,O,test
350,I,O,train
350,last,O,train
350,visited,O,train
350,Vienna,B-LOCATION,train
350,,O,train
350,nineteen,B-DATE,train
350,days,I-DATE,train
350,ago,I-DATE,train
350,.,O,train
351,The,O,train
351,files,O,train
351,were,O,train
351,archived,O,train
351,in,O,train
351,Dubai,B-LOCATION,train
351,,O,train
351,twenty-six,B-DATE,train
351,days,I-DATE,train
351,ago,I-DATE,train
351,.,O,train
352,She,O,train
352,went,O,train
352,to,O,train
352,San,B-LOCATION,train
352,Francisco,I-LOCATION,train
352,,O,train
352,yesterday,B-DATE,train
352,.,O,train
353,I,O,train
353,returned,O,train
353,from,O,train
353,Mexico,B-LOCATION,train
353,City,I-LOCATION,train
353,,O,train
353,twenty-one,B-DATE,train
353,days,I-DATE,train
353,ago,I-DATE,train
353,.,O,train
354,We,O,train
354,landed,O,train
354,in,O,train
354,Edinburgh,B-LOCATION,train
354,,O,train
354,a,B-DATE,train
354,week,I-DATE,train
354,ago,I-DATE,train
354,.,O,train
355,The,O,train
355,team,O,train
355,arrived,O,train
355,in,O,train
355,Doha,B-LOCATION,train
355,,O,train
355,five,B-DATE,train
355,days,I-DATE,train
355,ago,I-DATE,train
355,.,O,train
356,Our,O,train
356,boat,O,train
356,departed,O,train
356,Auckland,B-LOCATION,train
356,,O,train
356,twenty-seven,B-DATE,train
356,days,I-DATE,train
356,ago,I-DATE,train
356,.,O,train
357,I,O,train
357,presented,O,train
357,at,O,train
357,a,O,train
357,workshop,O,train
357,in,O,train
357,Warsaw,B-LOCATION,train
357,,O,train
357,two,B-DATE,train
357,days,I-DATE,train
